,CQP,ETR,PPL,EIX,PCG,DTE,VLO,ED,MPLX,WMB,PXD,WEC,MPC,PEG,PSX,EOG,ES,KMI,XEL,SRE,AEP,EXC,EPD,COP,D,SO,DUK,NEE,CVX,XOM
2015-04-22,-0.21000099182128906,-1.350006103515625,-0.2800006866455078,-0.3500022888183594,0.05000019073486328,-0.7900009155273438,0.12999725341796875,0.11499786376953125,0.12000083923339844,0.054999351501464844,3.1199989318847656,-1.0499954223632812,0.020000457763671875,0.21999740600585938,0.3400001525878906,0.26000213623046875,-0.40000152587890625,0.07499980926513672,-0.6000022888183594,-1.4499969482421875,-0.8404998779296875,-0.332000732421875,0.28999996185302734,0.49250030517578125,0.16500091552734375,-0.20330047607421875,0.05460357666015625,-0.5081253051757812,-0.0475006103515625,0.43000030517578125
2015-04-23,0.18500137329101562,-0.1999969482421875,0.030000686645507812,0.44499969482421875,0.06999969482421875,-0.529998779296875,-0.18999862670898438,-0.34499359130859375,0.049999237060546875,-0.07499980926513672,2.160003662109375,0.40999603271484375,-0.4563007354736328,0.3699989318847656,-0.40000152587890625,0.779998779296875,0.12999725341796875,-0.005000114440917969,-0.16500091552734375,0.9300003051757812,-0.20499420166015625,-0.11800003051757812,0.039999961853027344,0.6724987030029297,-0.345001220703125,0.48329925537109375,0.2653961181640625,0.4474983215332031,0.00749969482421875,0.20000076293945312
2015-04-24,-0.08500099182128906,-1.3600006103515625,-0.20000076293945312,-0.875,-0.1549997329711914,0.1399993896484375,0.010700225830078125,-0.5300064086914062,-0.054999351501464844,-0.16499996185302734,-0.45999908447265625,-0.6920013427734375,0.056301116943359375,-0.5,-0.4900016784667969,-0.5499992370605469,-0.48999786376953125,-0.1099996566772461,-0.625,-1.625,-0.7150039672851562,-0.4659004211425781,-0.1099996566772461,-0.2950000762939453,-0.6100006103515625,-0.7099990844726562,-0.904998779296875,-1.0843734741210938,-1.2350006103515625,-0.40000152587890625
2015-04-27,0.1400012969970703,0.7600021362304688,0.4699993133544922,1.3400001525878906,-0.06499958038330078,1.94000244140625,0.059299468994140625,1.410003662109375,0.09499931335449219,-0.039999961853027344,0.15000152587890625,2.9319992065429688,-0.05990028381347656,0.660003662109375,0.04000091552734375,0.25,0.4199981689453125,0.1399993896484375,1.0700035095214844,1.3649978637695312,0.5600051879882812,0.38590240478515625,0.22999954223632812,-0.17999839782714844,1.94000244140625,0.75,0.9550018310546875,1.2793731689453125,0.23999786376953125,0.3299980163574219
2015-04-28,1.0799999237060547,2.5699996948242188,0.1700000762939453,1.1500015258789062,0.009999275207519531,1.6699981689453125,2.8499984741210938,0.30999755859375,0.9800004959106445,0.9200000762939453,7.9199981689453125,2.8400039672851562,1.45989990234375,1.6899986267089844,3.424999237060547,4.790000915527344,1.75,0.6700000762939453,1.8799972534179688,1.625,0.3899993896484375,1.0900001525878906,0.7800006866455078,2.9200000762939453,1.5,1.0400009155273438,0.720001220703125,0.8100013732910156,5.670005798339844,1.6500015258789062
2015-04-29,0.1399993896484375,-1.035003662109375,0.034999847412109375,-0.7700004577636719,-0.029999732971191406,-0.125,-2.2529983520507812,-0.23999786376953125,-0.7200002670288086,-0.35000038146972656,-0.660003662109375,-0.12999725341796875,-0.8799991607666016,0.19060134887695312,-1.5222969055175781,-0.09000015258789062,0.660003662109375,-0.06999969482421875,0.06500244140625,-1.7249984741210938,1.2249984741210938,-0.18000030517578125,-0.4276008605957031,0.2628974914550781,-0.01000213623046875,0.15999984741210938,0.0399017333984375,0.38249969482421875,0.28179931640625,0.9399986267089844
2015-04-30,0.049999237060546875,0.5750045776367188,-0.029998779296875,-0.15999984741210938,-0.1700000762939453,-0.154998779296875,0.5629997253417969,0.4499969482421875,0.3299999237060547,0.32000064849853516,-0.9599990844726562,1.2599945068359375,0.4699993133544922,-0.0706024169921875,0.8172988891601562,-0.43000030517578125,0.2299957275390625,0.19999980926513672,0.21500015258789062,-0.45000457763671875,0.3249969482421875,0.14500045776367188,0.5326004028320312,1.0771026611328125,-0.0099945068359375,0.8499984741210938,0.06009674072265625,0.22499847412109375,1.3531951904296875,0.2350006103515625
2015-05-01,-0.05999946594238281,-0.7300033569335938,-0.35500144958496094,-0.6899986267089844,0.060100555419921875,-1.0200042724609375,-1.3699989318847656,-0.9599990844726562,0.025000572204589844,-0.3000001907348633,-2.3899993896484375,-0.6299972534179688,-0.3954010009765625,-0.3999977111816406,-1.5900001525878906,-1.8899993896484375,-0.470001220703125,-0.3000001907348633,-0.40000152587890625,-0.8649978637695312,-0.36499786376953125,-0.5800018310546875,-0.18500041961669922,-1.0400009155273438,-1.8800048828125,-0.7999992370605469,-1.4599990844726562,-0.7212486267089844,-2.2099990844726562,-1.0649986267089844
2015-05-04,0.7600002288818359,-0.30999755859375,0.0800018310546875,0.09000015258789062,-0.02480030059814453,-0.8199996948242188,0.3299980163574219,0.43000030517578125,-0.1400003433227539,0.04500007629394531,-0.1399993896484375,-0.15000152587890625,-0.31459999084472656,0.09999847412109375,0.279998779296875,0.7549972534179688,-0.42999267578125,0.13000011444091797,0.18000030517578125,-0.125,0.43499755859375,-0.11499786376953125,-0.11999988555908203,-0.060001373291015625,0.6200027465820312,0.17000198364257812,0.5100021362304688,0.5562515258789062,0.5966033935546875,0.2700004577636719
2015-05-05,0.23999977111816406,0.9000015258789062,-0.095001220703125,0.2899971008300781,-0.08530044555664062,0.6399993896484375,0.2999992370605469,1.0149993896484375,-0.1549997329711914,0.3099994659423828,2.7099990844726562,0.95989990234375,0.13500022888183594,0.6319999694824219,0.29000091552734375,0.7450027465820312,0.9199981689453125,0.05500030517578125,0.3699989318847656,1.5500030517578125,0.1287994384765625,0.3119964599609375,0.005000114440917969,0.4900016784667969,0.9000015258789062,0.31999969482421875,0.9799957275390625,0.5474967956542969,1.138397216796875,0.33499908447265625
2015-05-06,0.48999977111816406,0.399993896484375,0.27499961853027344,0.3300018310546875,0.0800008773803711,0.94000244140625,0.060001373291015625,0.3650054931640625,0.07999992370605469,0.10500049591064453,0.9300003051757812,0.25009918212890625,-0.125,0.3380012512207031,0.5400009155273438,-0.17000198364257812,0.6899948120117188,0.024999618530273438,-0.029998779296875,2.5199966430664062,-0.018798828125,0.5380020141601562,0.06500053405761719,0.529998779296875,0.0099945068359375,0.5399971008300781,0.9000015258789062,0.157501220703125,0.69000244140625,0.5250015258789062
2015-05-07,-0.09000015258789062,-0.55999755859375,-0.5399990081787109,-0.5099983215332031,-0.25,-0.9599990844726562,-0.6499977111816406,-0.9280014038085938,-0.1700000762939453,0.14499950408935547,-0.5999984741210938,-1.529998779296875,-0.4499988555908203,0.05999755859375,0.3999977111816406,0.9500007629394531,-1.1199951171875,-0.4199991226196289,-0.529998779296875,-0.5999984741210938,-1.0800018310546875,-1.08380126953125,-0.10000038146972656,-0.7151985168457031,-0.595001220703125,-0.4699974060058594,-0.8199996948242188,0.045001983642578125,-0.15000152587890625,0.09999847412109375
2015-05-08,-0.5799999237060547,-2.279998779296875,-0.31999969482421875,-0.3300018310546875,0.0149993896484375,-0.18000030517578125,-0.29000091552734375,-0.8520050048828125,-0.18000030517578125,-0.6299991607666016,-0.720001220703125,-0.43000030517578125,-0.595001220703125,-1.0499992370605469,-0.3999977111816406,0.8009986877441406,-0.7900009155273438,0.15999984741210938,-1.0500030517578125,0.15000152587890625,-1.4549942016601562,-0.5662002563476562,-0.09000015258789062,-0.3847999572753906,-0.8429946899414062,-0.5900001525878906,-1.1200027465820312,-1.3400001525878906,-0.9799957275390625,-0.720001220703125
2015-05-11,-1.1199989318847656,-0.5100021362304688,-0.5,-0.6699981689453125,-0.125,-1.2600021362304688,-0.030002593994140625,0.26000213623046875,-0.22499942779541016,-0.4100008010864258,-0.339996337890625,0.03179931640625,-0.4349994659423828,-0.24409866333007812,-0.6200027465820312,-0.17099761962890625,-1.5200042724609375,-0.05000019073486328,-0.4399986267089844,-1.220001220703125,-1.3250045776367188,-0.4799995422363281,-0.26999950408935547,-0.8800010681152344,-0.772003173828125,-0.654998779296875,-1.1049957275390625,-0.3250007629394531,-1.2650070190429688,-1.1125984191894531
2015-05-12,0.07499885559082031,-0.752197265625,0.125,-1.0,-0.031199932098388672,-0.05500030517578125,0.020000457763671875,0.5500030517578125,0.5349998474121094,-0.054999351501464844,0.5649948120117188,-0.03179931640625,-0.14500045776367188,0.36409759521484375,0.045001983642578125,0.6299972534179688,-0.7999954223632812,0.22990036010742188,-0.3400001525878906,-0.1300048828125,-0.6749954223632812,0.24000167846679688,0.045899391174316406,0.5499992370605469,0.372802734375,-0.14500045776367188,-0.28400421142578125,-0.2625007629394531,0.06000518798828125,0.4725990295410156
2015-05-13,0.2550010681152344,0.5421981811523438,-0.10500144958496094,0.2649993896484375,0.08620023727416992,0.6949996948242188,0.0149993896484375,0.26999664306640625,-0.1100006103515625,0.11499977111816406,1.3400039672851562,0.20000457763671875,0.0,0.24000167846679688,0.18000030517578125,0.5400009155273438,-0.06829833984375,0.14509963989257812,-0.3899993896484375,1.2300033569335938,-0.33499908447265625,0.31999969482421875,0.13409996032714844,0.22500228881835938,-0.0128021240234375,-0.220001220703125,0.09900665283203125,0.3300018310546875,0.7600021362304688,0.02899932861328125
2015-05-14,0.7399997711181641,-0.15000152587890625,0.2650012969970703,-0.13000106811523438,-0.006200313568115234,0.5400009155273438,0.27500152587890625,-0.3300018310546875,-0.049999237060546875,0.043399810791015625,1.5550003051757812,-0.3800048828125,0.3150005340576172,-0.1100006103515625,0.5249977111816406,-0.6100006103515625,0.9782943725585938,-0.15000057220458984,0.4099998474121094,-1.2600021362304688,0.8799972534179688,-0.17000198364257812,0.28999996185302734,0.4249992370605469,0.2700042724609375,0.09000015258789062,0.22499847412109375,-0.08250045776367188,0.9849929809570312,0.5110015869140625
2015-05-15,0.48999977111816406,-0.8799972534179688,-0.13500022888183594,0.24499893188476562,-0.018799781799316406,-1.029998779296875,-0.4500007629394531,-0.04999542236328125,0.11999988555908203,0.0615997314453125,-2.2900009155273438,-0.589996337890625,0.14999961853027344,-0.20999908447265625,-0.30999755859375,-0.55999755859375,-0.9599990844726562,0.05500030517578125,-0.06999969482421875,-0.089996337890625,-0.29000091552734375,-0.1999969482421875,0.030000686645507812,-0.1100006103515625,0.05999755859375,-0.18000030517578125,-0.375,0.5449981689453125,-0.3899993896484375,-0.45999908447265625
2015-05-18,0.09499931335449219,6.1699981689453125,1.6299991607666016,3.8600006103515625,0.6550002098083496,5.6399993896484375,4.126102447509766,2.529998779296875,0.5399999618530273,0.6350002288818359,-0.29000091552734375,3.839996337890625,2.1820011138916016,1.4899978637695312,3.4300003051757812,-1.5300025939941406,4.459999084472656,0.5399999618530273,3.0249977111816406,8.104995727539062,5.225196838378906,2.229999542236328,0.5399999618530273,-0.4799995422363281,3.768798828125,3.6100006103515625,4.150001525878906,2.4925003051757812,1.826904296875,0.7399978637695312
2015-05-19,-0.04500007629394531,1.288604736328125,0.25,-0.11999893188476562,-0.26000022888183594,1.910003662109375,0.5038986206054688,1.4499969482421875,-0.26000022888183594,0.039999961853027344,-0.5800018310546875,1.4300003051757812,-0.12199974060058594,0.3600006103515625,-0.4200019836425781,0.6050033569335938,1.4126052856445312,0.005000114440917969,0.6150016784667969,1.9449996948242188,0.7448043823242188,0.45999908447265625,0.15999984741210938,0.220001220703125,1.3512039184570312,0.7700004577636719,0.7999954223632812,0.7775001525878906,0.523101806640625,0.125
2015-05-20,0.1100006103515625,1.0313949584960938,0.4050006866455078,0.5099983215332031,0.13000011444091797,2.0049972534179688,1.0,0.44000244140625,0.26000022888183594,-0.024999618530273438,-0.04000091552734375,0.529998779296875,0.5199985504150391,0.5849990844726562,1.1399993896484375,0.1222991943359375,0.9673995971679688,0.1900005340576172,0.43000030517578125,1.19000244140625,0.7099990844726562,0.7000007629394531,0.5399999618530273,0.34999847412109375,0.2646942138671875,0.34999847412109375,0.80999755859375,0.24250030517578125,0.3816986083984375,-0.020000457763671875
2015-05-21,-0.0025005340576171875,0.29000091552734375,-0.049999237060546875,-0.049999237060546875,-0.029999732971191406,-0.7699966430664062,-0.2350006103515625,0.44000244140625,-0.15000057220458984,-0.07999992370605469,0.9900054931640625,0.19000244140625,0.1900005340576172,-0.054996490478515625,0.5500030517578125,0.4026985168457031,0.5099945068359375,-0.16000080108642578,-0.020000457763671875,-0.20999908447265625,0.112701416015625,-0.18500137329101562,-0.3000001907348633,-0.20000076293945312,0.08530426025390625,-0.06999969482421875,-0.4499969482421875,-0.3718757629394531,0.08829498291015625,-0.00499725341796875
2015-05-22,-0.22749900817871094,-0.40000152587890625,-0.1750011444091797,-0.5,0.049999237060546875,-0.19499969482421875,0.4949989318847656,-0.34000396728515625,-0.039999961853027344,-0.07000064849853516,0.0099945068359375,0.23000335693359375,0.2700004577636719,0.009998321533203125,0.3149986267089844,-0.09999847412109375,-0.34999847412109375,-0.054999351501464844,-0.529998779296875,-1.279998779296875,-0.6576995849609375,-0.034999847412109375,-0.29010009765625,0.0,-0.37000274658203125,0.06999969482421875,-0.6200027465820312,-0.01312255859375,-0.37999725341796875,-0.060001373291015625
2015-05-25,-0.020000457763671875,0.4900054931640625,0.06500053405761719,0.15000152587890625,0.030000686645507812,0.1199951171875,0.030002593994140625,-0.4499969482421875,-0.009999275207519531,-0.06999969482421875,0.4900054931640625,-0.20000457763671875,-0.13000106811523438,0.11999893188476562,0.3800010681152344,0.18999862670898438,-0.154998779296875,0.006499290466308594,-0.6399993896484375,0.220001220703125,0.2449951171875,0.154998779296875,-0.06489944458007812,-0.09499740600585938,0.0149993896484375,0.10499954223632812,0.15000152587890625,0.2324981689453125,1.3600006103515625,-0.15999984741210938
2015-05-26,0.07999992370605469,0.7099990844726562,0.024999618530273438,-0.060001373291015625,0.04500007629394531,0.34999847412109375,-0.1399993896484375,-0.9300003051757812,-0.1400003433227539,-0.5799999237060547,0.899993896484375,-0.12999725341796875,0.12000083923339844,-0.049999237060546875,0.3249969482421875,-0.15000152587890625,0.22499847412109375,0.05350017547607422,0.2899971008300781,-0.5200042724609375,-0.30999755859375,0.2650032043457031,-0.13500022888183594,0.054996490478515625,-0.56500244140625,0.2849998474121094,0.40000152587890625,-0.20499801635742188,1.3799972534179688,0.5999984741210938
2015-05-27,-0.36499977111816406,2.1899948120117188,1.0599994659423828,0.9900016784667969,0.2199993133544922,3.1800003051757812,1.4899978637695312,0.4199981689453125,0.1802997589111328,1.494999885559082,4.1300048828125,0.48999786376953125,0.8699989318847656,1.8600006103515625,1.81500244140625,2.3005027770996094,1.0699996948242188,0.08500003814697266,0.2999992370605469,3.7399978637695312,2.2692031860351562,0.625,0.18000030517578125,1.9300003051757812,0.910003662109375,0.5300025939941406,0.46410369873046875,0.6174964904785156,2.5100021362304688,1.7849998474121094
2015-05-28,0.7250003814697266,0.1300048828125,0.07000160217285156,-0.220001220703125,-0.049900054931640625,0.94000244140625,0.3800010681152344,0.1399993896484375,0.4296998977661133,0.6350002288818359,-0.029998779296875,-0.5699996948242188,-0.2599983215332031,0.8199996948242188,0.46669769287109375,0.8894996643066406,0.01000213623046875,0.2849998474121094,-0.2599983215332031,0.18000030517578125,-0.1692047119140625,-0.095001220703125,0.5049991607666016,0.6100006103515625,0.6299972534179688,0.3999977111816406,0.6458969116210938,0.0187530517578125,1.427398681640625,0.1750030517578125
2015-05-29,-0.6800003051757812,0.75,0.2999992370605469,0.6800003051757812,0.16989994049072266,-0.26000213623046875,1.279998779296875,-0.15000152587890625,0.10000038146972656,0.06499958038330078,-0.8325042724609375,-0.48999786376953125,0.39999961853027344,0.005001068115234375,0.8203010559082031,0.07999801635742188,-0.01999664306640625,0.2700004577636719,-0.3299980163574219,0.5500030517578125,-0.1349945068359375,0.5900001525878906,0.32000064849853516,0.4095001220703125,-0.4499969482421875,0.6450004577636719,0.13120269775390625,-0.1737518310546875,0.8726043701171875,0.3249969482421875
2015-06-01,0.6100006103515625,-0.6493988037109375,-0.22999954223632812,-0.06710052490234375,0.10000038146972656,-0.18499755859375,0.19499969482421875,-0.31499481201171875,0.05999946594238281,0.04500007629394531,-1.1875,-1.3100051879882812,-0.6300010681152344,-0.6650009155273438,-0.5120010375976562,-0.31999969482421875,-0.8700027465820312,0.039999961853027344,-0.7100028991699219,-1.345001220703125,-0.8550033569335938,-0.5100021362304688,0.17999935150146484,-0.9694976806640625,-0.23000335693359375,-0.7649993896484375,-0.5262069702148438,-0.20499801635742188,-1.1800003051757812,-0.10499954223632812
2015-06-02,-0.9300003051757812,-0.400604248046875,-0.10000038146972656,0.4471015930175781,-0.1700000762939453,-0.6449966430664062,-0.7449989318847656,-0.08499908447265625,-0.15999984741210938,-0.2799997329711914,-1.8549957275390625,-0.17499542236328125,-0.7299995422363281,-0.3100013732910156,-1.3999977111816406,-0.34999847412109375,-0.8899993896484375,-0.25,-0.2999992370605469,0.638702392578125,-0.370697021484375,-0.4199981689453125,-0.5,-0.8500022888183594,-0.4799957275390625,-0.22999954223632812,-0.2581939697265625,-0.4009246826171875,-1.2600021362304688,-0.5499992370605469
2015-06-03,-0.6500015258789062,-1.6200027465820312,-0.3600006103515625,-0.94000244140625,-0.2200002670288086,-1.2350006103515625,0.13270187377929688,-0.8800048828125,-0.1399993896484375,-0.23000049591064453,-0.725006103515625,-1.4749984741210938,-0.4549999237060547,-0.8999977111816406,0.5449981689453125,-1.1300010681152344,-1.8400039672851562,-0.1549997329711914,-0.5799980163574219,-1.3187026977539062,-0.11930084228515625,-0.6899986267089844,-0.36499977111816406,-0.7649993896484375,-0.9599990844726562,-0.8899993896484375,-1.3968048095703125,-1.2153282165527344,-0.8300018310546875,-0.7000007629394531
2015-06-04,0.12000083923339844,0.0500030517578125,-0.06999969482421875,-0.1399993896484375,-0.030999183654785156,-0.3650054931640625,-0.8927001953125,-0.3300018310546875,0.09999942779541016,-0.07999992370605469,-0.31999969482421875,0.089996337890625,0.21500015258789062,-0.1100006103515625,-0.4549980163574219,0.43000030517578125,0.23000335693359375,-0.06500053405761719,-0.01000213623046875,0.43500518798828125,-0.44000244140625,-0.04000091552734375,-0.029999732971191406,0.14500045776367188,-0.15000152587890625,0.05999755859375,-0.20999908447265625,-0.10124969482421875,-0.9499969482421875,-0.1399993896484375
2015-06-05,0.9099998474121094,1.8499984741210938,0.4699993133544922,1.0099983215332031,0.7109994888305664,0.9050064086914062,1.1099967956542969,0.43000030517578125,-0.09999942779541016,0.06000041961669922,1.1300048828125,0.5999984741210938,1.9300003051757812,0.8299980163574219,2.6899986267089844,1.4099998474121094,-0.410003662109375,0.1900005340576172,0.3400001525878906,0.7699966430664062,1.1100006103515625,0.4850006103515625,0.375,1.2599983215332031,1.1599960327148438,0.15999984741210938,0.970001220703125,-0.5687484741210938,1.442901611328125,0.7299995422363281
2015-06-08,0.7299995422363281,1.529998779296875,0.1100006103515625,1.1100006103515625,0.3100004196166992,0.9249954223632812,0.6200027465820312,0.5005035400390625,-0.05000019073486328,0.01999950408935547,0.55999755859375,1.3400039672851562,0.15399932861328125,0.8199996948242188,0.6399993896484375,0.3800010681152344,1.0200042724609375,0.15999984741210938,0.8300018310546875,0.8700027465820312,0.529998779296875,0.47499847412109375,0.25500011444091797,0.24000167846679688,0.8900070190429688,0.7400016784667969,0.80999755859375,0.6362495422363281,1.2690963745117188,0.24500274658203125
2015-06-09,0.06500053405761719,0.0500030517578125,-0.125,0.4500007629394531,0.6749992370605469,0.7000045776367188,0.5499992370605469,0.269500732421875,0.05500030517578125,-0.054999351501464844,0.25,0.20999908447265625,0.34600067138671875,0.12000274658203125,1.19000244140625,1.0699996948242188,0.3300018310546875,-0.06000041961669922,0.09999847412109375,-0.5699996948242188,0.2700042724609375,0.20999908447265625,-0.14680004119873047,0.401397705078125,0.07999420166015625,0.2618980407714844,0.6800003051757812,0.0175018310546875,0.3079986572265625,0.4549980163574219
2015-06-10,-0.5149993896484375,0.4499969482421875,0.034999847412109375,0.0399017333984375,-0.2349996566772461,1.05999755859375,0.3699989318847656,0.5999984741210938,-0.05000019073486328,-0.09000015258789062,-0.80999755859375,-0.05999755859375,-0.05999946594238281,0.375,-0.31500244140625,-0.7600021362304688,0.4199981689453125,-0.07999992370605469,0.5600013732910156,0.6699981689453125,0.80999755859375,-0.09000015258789062,-0.038700103759765625,-0.7113990783691406,0.48000335693359375,0.49810028076171875,0.8250045776367188,0.2324981689453125,-0.5099945068359375,-0.3250007629394531
2015-06-11,-0.030000686645507812,1.69000244140625,0.3000011444091797,0.85009765625,0.4463005065917969,1.8199996948242188,0.44000244140625,1.2399978637695312,0.09499931335449219,0.1099996566772461,2.1399993896484375,1.1999969482421875,-0.12000083923339844,0.3849983215332031,0.17000198364257812,0.910003662109375,1.2549972534179688,0.09000015258789062,1.0,1.839996337890625,1.3699951171875,0.4550018310546875,0.050499916076660156,0.37000274658203125,1.8349990844726562,0.970001220703125,1.464996337890625,0.22874832153320312,0.5199966430664062,0.2607994079589844
2015-06-12,0.13000106811523438,1.7450027465820312,0.5,0.7400016784667969,0.08569908142089844,0.9000015258789062,0.039997100830078125,1.100006103515625,-0.16499996185302734,0.005000114440917969,0.9249954223632812,1.214996337890625,0.12999916076660156,0.6700019836425781,0.875,0.18999862670898438,1.1500015258789062,0.1400003433227539,0.5200004577636719,1.7099990844726562,0.44000244140625,0.19499969482421875,0.25500011444091797,0.25,0.7750015258789062,0.5149993896484375,1.3199996948242188,0.4275016784667969,1.1699981689453125,0.5941009521484375
2015-06-15,0.1399993896484375,-0.33499908447265625,-0.07999992370605469,-0.75,0.31800079345703125,-0.01000213623046875,0.44000244140625,-0.1100006103515625,0.005000114440917969,0.1400003433227539,0.7649993896484375,-0.1399993896484375,-0.6099987030029297,0.029998779296875,-0.13000106811523438,0.7999992370605469,-0.31500244140625,0.1849994659423828,0.1999969482421875,-0.05500030517578125,-0.029998779296875,0.04000091552734375,-0.015000343322753906,0.6799964904785156,-0.470001220703125,-0.11999893188476562,-0.7299957275390625,0.22124862670898438,1.029998779296875,0.6901016235351562
